headword,ipa,cefr,pos,source,pattern,group,gloss_en,gloss_ja,gloss_zh,gloss_ko
journey,/ˈdʒɝni/,A2,名詞,cefr,,,,,,
joy,/dʒɔɪ/,A2,名詞,both,oy → /ɔɪ/,team,,,,
junior,/ˈdʒunjɚ/,A2,形容詞,cefr,,,,,,
junk,/dʒʌŋk/,A2,名詞,cefr,,,,,,
killer,/ˈkɪlɚ/,A2,名詞,cefr,,,,,,
kilo,/ˈkɪˌloʊ/,A2,名詞,cefr,,,,,,
kindly,/ˈkaɪndli/,A2,形容詞,cefr,,,,,,
kingdom,/ˈkɪŋdəm/,A2,名詞,cefr,,,,,,
kit,/kɪt/,A2,名詞,both,i → /ɪ/,short,,,,
knock,/nɑk/,A2,名詞,both,o → /ɑ/,short,,,,
knowledge,/ˈnɑlədʒ/,A2,名詞,cefr,,,,,,
lack,/læk/,A2,名詞,both,a → /æ/,short,,,,
lake,/leɪk/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
lamp,/læmp/,A2,名詞,both,a → /æ/,short,,,,
land,/lænd/,A2,動詞,both,a → /æ/,short,,,,
landscape,/ˈlændˌskeɪp/,A2,名詞,cefr,,,,,,
lane,/leɪn/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
last,/læst/,A2,限定詞 / 代名詞,both,a → /æ/,short,,,,
latest,/ˈleɪtəst/,A2,形容詞,cefr,,,,,,
latter,/ˈlætɚ/,A2,副詞 / 代名詞,cefr,,,,,,
law,/lɔ/,A2,名詞,both,aw → /ɔ/,team,,,,
lawyer,/ˈlɔjɚ/,A2,名詞,cefr,,,,,,
laziness,/ˈleɪzinəs/,A2,名詞,cefr,,,,,,
lead,/lɛd/,A2,名詞,both,ea → /ɛ/,team,,,,
learner,/ˈlɝnɚ/,A2,名詞,cefr,,,,,,
least,/list/,A2,限定詞,both,ea → /i/,team,,,,
leather,/ˈlɛðɚ/,A2,名詞,cefr,,,,,,
leisure,/ˈlɛʒɚ/,A2,名詞,cefr,,,,,,
lemon,/ˈlɛmən/,A2,名詞,cefr,,,,,,
lemonade,/lɛməˈneɪd/,A2,名詞,cefr,,,,,,
lend,/lɛnd/,A2,動詞,both,e → /ɛ/,short,,,,
less,/lɛs/,A2,副詞 / 限定詞 / 代名詞,both,e → /ɛ/,short,,,,
level,/ˈlɛvəl/,A2,名詞,cefr,,,,,,
liberty,/ˈlɪbɚˌti/,A2,名詞,cefr,,,,,,
lie,/laɪ/,A2,動詞,both,ie → /aɪ/,team,,,,
lifestyle,/ˈlaɪfˌstaɪl/,A2,名詞,cefr,,,,,,
likely,/ˈlaɪkli/,A2,形容詞,cefr,,,,,,
lip,/lɪp/,A2,名詞,both,i → /ɪ/,short,,,,
lively,/ˈlaɪvli/,A2,形容詞,cefr,,,,,,
load,/loʊd/,A2,名詞,both,oa → /oʊ/,team,,,,
local,/ˈloʊkəl/,A2,形容詞,cefr,,,,,,
lock,/lɑk/,A2,名詞,both,o → /ɑ/,short,,,,
logical,/ˈlɑdʒɪkəl/,A2,形容詞,cefr,,,,,,
loose,/lus/,A2,形容詞,both,oo → /u/,team,,,,
lose,/luz/,A2,動詞,both,o → /u/,long,,,,
lost,/lɔst/,A2,形容詞,both,o → /ɔ/,short,,,,
loudly,/ˈlaʊdli/,A2,副詞,cefr,,,,,,
lover,/ˈlʌvɚ/,A2,名詞,cefr,,,,,,
low,/loʊ/,A2,形容詞 / 副詞,both,ow → /oʊ/,team,,,,
luckily,/ˈlʌkəli/,A2,副詞,cefr,,,,,,
lunchtime,/ˈlʌntʃˌtaɪm/,A2,名詞,cefr,,,,,,
lyric,/ˈlɪrɪk/,A2,形容詞,cefr,,,,,,
mad,/mæd/,A2,形容詞,both,a → /æ/,short,,,,
magic,/ˈmædʒɪk/,A2,形容詞 / 名詞,cefr,,,,,,
mainly,/ˈmeɪnli/,A2,副詞,cefr,,,,,,
major,/ˈmeɪdʒɚ/,A2,形容詞,cefr,,,,,,
maker,/ˈmeɪkɚ/,A2,名詞,cefr,,,,,,
male,/meɪl/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
mall,/mɔl/,A2,名詞,both,a → /ɔ/,long,,,,
manage,/ˈmænədʒ/,A2,動詞,cefr,,,,,,
manager,/ˈmænədʒɚ/,A2,名詞,cefr,,,,,,
manner,/ˈmænɚ/,A2,名詞,cefr,,,,,,
mark,/mɑrk/,A2,名詞 / 動詞,both,ar → /ɑr/,r,,,,
market,/ˈmɑrkət/,A2,名詞,cefr,,,,,,
married,/ˈmɛrid/,A2,形容詞,cefr,,,,,,
marry,/ˈmɛri/,A2,動詞,cefr,,,,,,
material,/məˈtɪriəl/,A2,名詞,cefr,,,,,,
max,/mæks/,A2,名詞,both,a → /æ/,short,,,,
meaning,/ˈminɪŋ/,A2,名詞,cefr,,,,,,
medal,/ˈmɛdəl/,A2,名詞,cefr,,,,,,
medical,/ˈmɛdəkəl/,A2,形容詞,cefr,,,,,,
melon,/ˈmɛlən/,A2,名詞,cefr,,,,,,
member,/ˈmɛmbɚ/,A2,名詞,cefr,,,,,,
mention,/ˈmɛnʃən/,A2,名詞,cefr,,,,,,
menu,/ˈmɛnju/,A2,名詞,cefr,,,,,,
metal,/ˈmɛtəl/,A2,名詞,cefr,,,,,,
method,/ˈmɛθəd/,A2,名詞,cefr,,,,,,
midday,/ˈmɪdˌdeɪ/,A2,名詞,cefr,,,,,,
midnight,/ˈmɪdˌnaɪt/,A2,名詞,cefr,,,,,,
might,/maɪt/,A2,助動詞,both,igh → /aɪ/,team,,,,
military,/ˈmɪləˌtɛri/,A2,形容詞,cefr,,,,,,
million,/ˈmɪljən/,A2,数詞,cefr,,,,,,
mirror,/ˈmɪrɚ/,A2,名詞,cefr,,,,,,
missing,/ˈmɪsɪŋ/,A2,形容詞,cefr,,,,,,
mistake,/mɪˈsteɪk/,A2,名詞,cefr,,,,,,
mix,/mɪks/,A2,動詞,both,i → /ɪ/,short,,,,
model,/ˈmɑdəl/,A2,名詞,cefr,,,,,,
modern,/ˈmɑdɚn/,A2,形容詞,cefr,,,,,,
mood,/mud/,A2,名詞,both,oo → /u/,team,,,,
mosque,/mɑsk/,A2,名詞,cefr,,,,,,
mostly,/ˈmoʊstli/,A2,副詞,cefr,,,,,,
mug,/mʌɡ/,A2,名詞,both,u → /ʌ/,short,,,,
murder,/ˈmɝdɚ/,A2,名詞,cefr,,,,,,
museum,/mjuˈziəm/,A2,名詞,cefr,,,,,,
mushroom,/ˈmʌʃrum/,A2,名詞,cefr,,,,,,
musical,/ˈmjuzɪkəl/,A2,形容詞,cefr,,,,,,
myself,/ˌmaɪˈsɛlf/,A2,代名詞,cefr,,,,,,
mysterious,/mɪˈstɪriəs/,A2,形容詞,cefr,,,,,,
mystery,/ˈmɪstɚi/,A2,名詞,cefr,,,,,,
napkin,/ˈnæpkɪn/,A2,名詞,cefr,,,,,,
nation,/ˈneɪʃən/,A2,名詞,cefr,,,,,,
national,/ˈnæʃənəl/,A2,形容詞,cefr,,,,,,
native,/ˈneɪtɪv/,A2,形容詞,cefr,,,,,,
natural,/ˈnætʃɚəl/,A2,形容詞,cefr,,,,,,
nature,/ˈneɪtʃɚ/,A2,名詞,cefr,,,,,,
nearly,/ˈnɪrli/,A2,副詞,cefr,,,,,,
necessary,/ˈnɛsəˌsɛri/,A2,形容詞,cefr,,,,,,
negative,/ˈnɛɡətɪv/,A2,形容詞,cefr,,,,,,
nervous,/ˈnɝvəs/,A2,形容詞,cefr,,,,,,
net,/nɛt/,A2,形容詞,both,e → /ɛ/,short,,,,
next,/nɛkst/,A2,副詞 / 限定詞,both,e → /ɛ/,short,,,,
nobody,/ˈnoʊˌbɑdi/,A2,代名詞,cefr,,,,,,
noisy,/ˈnɔɪzi/,A2,形容詞,cefr,,,,,,
noon,/nun/,A2,名詞,both,oo → /u/,team,,,,
normal,/ˈnɔrməl/,A2,形容詞,cefr,,,,,,
north,/nɔrθ/,A2,形容詞 / 副詞 / 名詞,both,or → /ɔr/,r,,,,
notice,/ˈnoʊtəs/,A2,名詞,cefr,,,,,,
noun,/naʊn/,A2,名詞,both,ou → /aʊ/,team,,,,
novel,/ˈnɑvəl/,A2,名詞,cefr,,,,,,
nowadays,/ˈnaʊəˌdeɪz/,A2,副詞,cefr,,,,,,
oak,/oʊk/,A2,名詞,both,oa → /oʊ/,team,,,,
occupation,/ˌɑkjəˈpeɪʃən/,A2,名詞,cefr,,,,,,
offer,/ˈɔfɚ/,A2,名詞 / 動詞,cefr,,,,,,
official,/əˈfɪʃəl/,A2,形容詞,cefr,,,,,,
oil,/ɔɪl/,A2,名詞,both,oi → /ɔɪ/,team,,,,
olympic,/oʊˈlɪmpɪk/,A2,形容詞,cefr,,,,,,
onion,/ˈʌnjən/,A2,名詞,cefr,,,,,,
online,/ˈɔnˌlaɪn/,A2,形容詞 / 副詞,cefr,,,,,,
operate,/ˈɑpɚˌeɪt/,A2,動詞,cefr,,,,,,
opinion,/əˈpɪnjən/,A2,名詞,cefr,,,,,,
opportunity,/ˌɑpɚˈtunəti/,A2,名詞,cefr,,,,,,
oppose,/əˈpoʊz/,A2,動詞,cefr,,,,,,
opposite,/ˈɑpəzət/,A2,形容詞 / 前置詞,cefr,,,,,,
original,/ɚˈɪdʒənəl/,A2,形容詞,cefr,,,,,,
orphan,/ˈɔrfən/,A2,名詞,cefr,,,,,,
ourselves,/aʊɚˈsɛlvz/,A2,代名詞,cefr,,,,,,
oven,/ˈʌvən/,A2,名詞,cefr,,,,,,
overseas,/oʊvɚˈsiz/,A2,副詞,cefr,,,,,,
overweight,/ˌoʊvɚˈweɪt/,A2,形容詞,cefr,,,,,,
pacific,/pəˈsɪfɪk/,A2,形容詞,cefr,,,,,,
pack,/pæk/,A2,名詞 / 動詞,both,a → /æ/,short,,,,
painter,/ˈpeɪntɚ/,A2,名詞,cefr,,,,,,
pal,/pæl/,A2,名詞,both,a → /æ/,short,,,,
pan,/pæn/,A2,名詞,both,a → /æ/,short,,,,
panic,/ˈpænɪk/,A2,名詞,cefr,,,,,,
part,/pɑrt/,A2,名詞,both,ar → /ɑr/,r,,,,
partly,/ˈpɑrtli/,A2,副詞,cefr,,,,,,
pass,/pæs/,A2,名詞 / 動詞,both,a → /æ/,short,,,,
passage,/ˈpæsədʒ/,A2,名詞,cefr,,,,,,
passenger,/ˈpæsəndʒɚ/,A2,名詞,cefr,,,,,,
pasta,/ˈpɑstə/,A2,名詞,cefr,,,,,,
path,/pæθ/,A2,名詞,both,a → /æ/,short,,,,
patient,/ˈpeɪʃənt/,A2,名詞,cefr,,,,,,
pc,/piˈsi/,A2,名詞,cefr,,,,,,
pea,/pi/,A2,名詞,both,ea → /i/,team,,,,
peaceful,/ˈpisfəl/,A2,形容詞,cefr,,,,,,
pear,/pɛr/,A2,名詞,both,ear → /ɛr/,r,,,,
pence,/pɛns/,A2,名詞,both,e → /ɛ/,short,,,,
pepper,/ˈpɛpɚ/,A2,名詞,cefr,,,,,,
perfect,/pɚˈfɛkt/,A2,形容詞,cefr,,,,,,
perfectly,/ˈpɝfəktli/,A2,副詞,cefr,,,,,,
perform,/pɚˈfɔrm/,A2,動詞,cefr,,,,,,
performance,/pɚˈfɔrməns/,A2,名詞,cefr,,,,,,
perfume,/pɚˈfjum/,A2,名詞,cefr,,,,,,
perhaps,/pɚˈhæps/,A2,副詞,cefr,,,,,,
permission,/pɚˈmɪʃən/,A2,名詞,cefr,,,,,,
personality,/ˌpɝsəˈnælɪti/,A2,名詞,cefr,,,,,,
petrol,/ˈpɛtroʊl/,A2,名詞,cefr,,,,,,
photograph,/ˈfoʊtəˌɡræf/,A2,名詞,cefr,,,,,,
photographer,/fəˈtɑɡrəfɚ/,A2,名詞,cefr,,,,,,
photography,/fəˈtɑɡrəfi/,A2,名詞,cefr,,,,,,
physical,/ˈfɪzɪkəl/,A2,形容詞,cefr,,,,,,
physically,/ˈfɪzɪkəli/,A2,副詞,cefr,,,,,,
pile,/paɪl/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
pilgrim,/ˈpɪlɡrəm/,A2,名詞,cefr,,,,,,
pill,/pɪl/,A2,名詞,both,i → /ɪ/,short,,,,
pilot,/ˈpaɪlət/,A2,名詞,cefr,,,,,,
pity,/ˈpɪti/,A2,名詞,cefr,,,,,,
planet,/ˈplænət/,A2,名詞,cefr,,,,,,
plant,/plænt/,A2,名詞,both,a → /æ/,short,,,,
plastic,/ˈplæstɪk/,A2,形容詞,cefr,,,,,,
plate,/pleɪt/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
playful,/ˈpleɪfəl/,A2,形容詞,cefr,,,,,,
playground,/ˈpleɪˌɡraʊnd/,A2,名詞,cefr,,,,,,
pleasant,/ˈplɛzənt/,A2,形容詞,cefr,,,,,,
pleased,/plizd/,A2,形容詞,cefr,,,,,,
pleasing,/ˈplizɪŋ/,A2,形容詞,cefr,,,,,,
plenty,/ˈplɛnti/,A2,名詞,cefr,,,,,,
plural,/ˈplʊrəl/,A2,名詞,cefr,,,,,,
plus,/plʌs/,A2,前置詞,both,u → /ʌ/,short,,,,
police,/pəˈlis/,A2,名詞,cefr,,,,,,
policeman,/pəˈlismən/,A2,名詞,cefr,,,,,,
policewoman,/pəˈliˌswʊmən/,A2,名詞,cefr,,,,,,
polite,/pəˈlaɪt/,A2,形容詞,cefr,,,,,,
political,/pəˈlɪtəkəl/,A2,形容詞,cefr,,,,,,
pollute,/pəˈlut/,A2,動詞,cefr,,,,,,
popular,/ˈpɑpjəlɚ/,A2,形容詞,cefr,,,,,,
population,/ˌpɑpjəˈleɪʃən/,A2,名詞,cefr,,,,,,
portrait,/ˈpɔrtrət/,A2,名詞,cefr,,,,,,
position,/pəˈzɪʃən/,A2,名詞,cefr,,,,,,
possible,/ˈpɑsəbəl/,A2,形容詞,cefr,,,,,,
possibly,/ˈpɑsəbli/,A2,副詞,cefr,,,,,,
pour,/pɔr/,A2,動詞,both,our → /ɔr/,r,,,,
power,/ˈpaʊɚ/,A2,名詞,cefr,,,,,,
powerful,/ˈpaʊɚfəl/,A2,形容詞,cefr,,,,,,
precise,/prɪˈsaɪs/,A2,形容詞,cefr,,,,,,
predict,/prɪˈdɪkt/,A2,動詞,cefr,,,,,,
prediction,/priˈdɪkʃən/,A2,名詞,cefr,,,,,,
prefer,/prəˈfɝ/,A2,動詞,cefr,,,,,,
prepare,/priˈpɛr/,A2,動詞,cefr,,,,,,
pressure,/ˈprɛʃɚ/,A2,名詞,cefr,,,,,,
pretend,/priˈtɛnd/,A2,動詞,cefr,,,,,,
prevent,/prɪˈvɛnt/,A2,動詞,cefr,,,,,,
pride,/praɪd/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
principal,/ˈprɪnsəpəl/,A2,形容詞,cefr,,,,,,
print,/prɪnt/,A2,動詞,both,i → /ɪ/,short,,,,
printer,/ˈprɪntɚ/,A2,名詞,cefr,,,,,,
private,/ˈpraɪvət/,A2,形容詞,cefr,,,,,,
pro,/proʊ/,A2,名詞,both,o → /oʊ/,long,,,,
probably,/ˈprɑbəˌbli/,A2,副詞,cefr,,,,,,
produce,/prəˈdus/,A2,動詞,cefr,,,,,,
product,/ˈprɑdəkt/,A2,名詞,cefr,,,,,,
production,/prəˈdʌkʃən/,A2,名詞,cefr,,,,,,
professional,/prəˈfɛʃənəl/,A2,形容詞,cefr,,,,,,
progressive,/prəˈɡrɛsɪv/,A2,形容詞,cefr,,,,,,
promise,/ˈprɑməs/,A2,名詞,cefr,,,,,,
pronounce,/prəˈnaʊns/,A2,動詞,cefr,,,,,,
pronunciation,/proʊˌnʌnsiˈeɪʃən/,A2,名詞,cefr,,,,,,
proper,/ˈprɑpɚ/,A2,形容詞,cefr,,,,,,
provide,/prəˈvaɪd/,A2,動詞,cefr,,,,,,
psychologist,/saɪˈkɑlədʒəst/,A2,名詞,cefr,,,,,,
public,/ˈpʌblɪk/,A2,名詞,cefr,,,,,,
publish,/ˈpʌblɪʃ/,A2,動詞,cefr,,,,,,
pull,/pʊl/,A2,動詞,both,u → /ʊ/,short,,,,
punctuation,/ˌpʌŋktʃuˈeɪʃən/,A2,名詞,cefr,,,,,,
purpose,/ˈpɝpəs/,A2,名詞,cefr,,,,,,
pursue,/pɚˈsu/,A2,動詞,cefr,,,,,,
quality,/ˈkwɑləti/,A2,名詞,cefr,,,,,,
queen,/kwin/,A2,名詞,both,ee → /i/,team,,,,
quick,/kwɪk/,A2,形容詞,both,i → /ɪ/,short,,,,
quietly,/ˈkwaɪətli/,A2,副詞,cefr,,,,,,
quit,/kwɪt/,A2,動詞,both,i → /ɪ/,short,,,,
quite,/kwaɪt/,A2,副詞,both,i_e → /aɪ/ (マジックe),long,,,,
quiz,/kwɪz/,A2,名詞,both,i → /ɪ/,short,,,,
racket,/ˈrækɪt/,A2,名詞,cefr,,,,,,
raincoat,/ˈreɪnˌkoʊt/,A2,名詞,cefr,,,,,,
raise,/reɪz/,A2,動詞,both,ai → /eɪ/,team,,,,
range,/reɪndʒ/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
rap,/ræp/,A2,名詞,both,a → /æ/,short,,,,
rate,/reɪt/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
rather,/ˈræðɚ/,A2,副詞,cefr,,,,,,
rating,/ˈreɪtɪŋ/,A2,名詞,cefr,,,,,,
raw,/rɑ/,A2,形容詞,cefr,,,,,,
ray,/reɪ/,A2,名詞,both,ay → /eɪ/,team,,,,
reach,/ritʃ/,A2,動詞,both,ea → /i/,team,,,,
receipt,/rɪˈsit/,A2,名詞,cefr,,,,,,
receive,/rəˈsiv/,A2,動詞,cefr,,,,,,
recent,/ˈrisənt/,A2,形容詞,cefr,,,,,,
recently,/ˈrisəntli/,A2,副詞,cefr,,,,,,
receptionist,/rɪˈsɛpʃənɪst/,A2,名詞,cefr,,,,,,
record,/rəˈkɔrd/,A2,動詞,cefr,,,,,,
recycle,/riˈsaɪkəl/,A2,動詞,cefr,,,,,,
refer,/rəˈfɝ/,A2,動詞,cefr,,,,,,
reflect,/rɪˈflɛkt/,A2,動詞,cefr,,,,,,
refrigerator,/rəˈfrɪdʒɚˌeɪtɚ/,A2,名詞,cefr,,,,,,
regret,/rəˈɡrɛt/,A2,動詞,cefr,,,,,,
regular,/ˈrɛɡjəlɚ/,A2,形容詞,cefr,,,,,,
regularly,/ˈrɛɡjəlɚli/,A2,副詞,cefr,,,,,,
relax,/rɪˈlæks/,A2,動詞,cefr,,,,,,
relaxed,/rɪˈlækst/,A2,形容詞,cefr,,,,,,
release,/riˈlis/,A2,名詞,cefr,,,,,,
remain,/rɪˈmeɪn/,A2,動詞,cefr,,,,,,
remind,/riˈmaɪnd/,A2,動詞,cefr,,,,,,
remote,/rɪˈmoʊt/,A2,形容詞,cefr,,,,,,
rent,/rɛnt/,A2,名詞 / 動詞,both,e → /ɛ/,short,,,,
repair,/rɪˈpɛr/,A2,名詞 / 動詞,cefr,,,,,,
replace,/ˌriˈpleɪs/,A2,動詞,cefr,,,,,,
reply,/rɪˈplaɪ/,A2,名詞,cefr,,,,,,
report,/riˈpɔrt/,A2,名詞,cefr,,,,,,
represent,/ˌrɛprɪˈzɛnt/,A2,動詞,cefr,,,,,,
request,/rɪˈkwɛst/,A2,名詞,cefr,,,,,,
research,/riˈsɝtʃ/,A2,名詞,cefr,,,,,,
response,/rɪˈspɑns/,A2,名詞,cefr,,,,,,
retire,/rɪˈtaɪr/,A2,動詞,cefr,,,,,,
retired,/rɪˈtaɪrd/,A2,形容詞,cefr,,,,,,
return,/rɪˈtɝn/,A2,名詞 / 動詞,cefr,,,,,,
reunion,/riˈunjən/,A2,名詞,cefr,,,,,,
reveal,/rɪˈvil/,A2,動詞,cefr,,,,,,
rhythm,/ˈrɪðəm/,A2,名詞,cefr,,,,,,
road,/roʊd/,A2,名詞,both,oa → /oʊ/,team,,,,
roast,/roʊst/,A2,動詞,both,oa → /oʊ/,team,,,,
rob,/rɑb/,A2,動詞,both,o → /ɑ/,short,,,,
robbery,/ˈrɑbɚi/,A2,名詞,cefr,,,,,,
robin,/ˈrɑbən/,A2,名詞,cefr,,,,,,
rock,/rɑk/,A2,名詞,both,o → /ɑ/,short,,,,
roll,/roʊl/,A2,名詞,both,o → /oʊ/,long,,,,
romance,/roʊˈmæns/,A2,名詞,cefr,,,,,,
romantic,/roʊˈmæntɪk/,A2,形容詞,cefr,,,,,,
roof,/ruf/,A2,名詞,both,oo → /u/,team,,,,
root,/rut/,A2,名詞,both,oo → /u/,team,,,,
rope,/roʊp/,A2,名詞,both,o_e → /oʊ/ (マジックe),long,,,,
roughly,/ˈrʌfli/,A2,副詞,cefr,,,,,,
round,/raʊnd/,A2,副詞,both,ou → /aʊ/,team,,,,
roundabout,/ˈraʊndəˌbaʊt/,A2,名詞,cefr,,,,,,
royal,/ˈrɔɪəl/,A2,形容詞,cefr,,,,,,
rugby,/ˈrʌɡbi/,A2,名詞,cefr,,,,,,
ruin,/ˈruən/,A2,動詞,cefr,,,,,,
runner,/ˈrʌnɚ/,A2,名詞,cefr,,,,,,
running,/ˈrʌnɪŋ/,A2,名詞,cefr,,,,,,
rush,/rʌʃ/,A2,名詞,both,u → /ʌ/,short,,,,
sadly,/ˈsædli/,A2,副詞,cefr,,,,,,
safe,/seɪf/,A2,形容詞,both,a_e → /eɪ/ (マジックe),long,,,,
sailing,/ˈseɪlɪŋ/,A2,名詞,cefr,,,,,,
sake,/seɪk/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
salt,/sɔlt/,A2,名詞,both,a → /ɔ/,long,,,,
sample,/ˈsæmpəl/,A2,名詞,cefr,,,,,,
sandy,/ˈsændi/,A2,形容詞,cefr,,,,,,
satisfy,/ˈsætəsˌfaɪ/,A2,動詞,cefr,,,,,,
sauce,/sɔs/,A2,名詞,both,au → /ɔ/,team,,,,
sausage,/ˈsɔsədʒ/,A2,名詞,cefr,,,,,,
scale,/skeɪl/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
scarf,/skɑrf/,A2,名詞,both,ar → /ɑr/,r,,,,
scene,/sin/,A2,名詞,cefr,,,,,,
scenery,/ˈsinɚi/,A2,名詞,cefr,,,,,,
schedule,/ˈskɛdʒʊl/,A2,名詞,cefr,,,,,,
schoolchild,/ˈskulˌtʃaɪld/,A2,名詞,cefr,,,,,,
schoolwork,/ˈskulˌwɝk/,A2,名詞,cefr,,,,,,
scientific,/ˌsaɪənˈtɪfɪk/,A2,形容詞,cefr,,,,,,
scissors,/ˈsɪzɚz/,A2,名詞,cefr,,,,,,
scream,/skrim/,A2,名詞,both,ea → /i/,team,,,,
screen,/skrin/,A2,名詞,both,ee → /i/,team,,,,
screw,/skru/,A2,名詞,both,ew → /u/,team,,,,
script,/skrɪpt/,A2,名詞,both,i → /ɪ/,short,,,,
seafood,/ˈsiˌfud/,A2,名詞,cefr,,,,,,
search,/sɝtʃ/,A2,名詞,both,ear → /ɝ/,r,,,,
seaside,/ˈsiˌsaɪd/,A2,名詞,cefr,,,,,,
secret,/ˈsikrət/,A2,名詞,cefr,,,,,,
secretary,/ˈsɛkrəˌtɛri/,A2,名詞,cefr,,,,,,
seed,/sid/,A2,名詞,both,e → /i/,long,,,,
seek,/sik/,A2,動詞,both,e → /i/,long,,,,
seem,/sim/,A2,動詞,both,e → /i/,long,,,,
semester,/səˈmɛstɚ/,A2,名詞,cefr,,,,,,
send,/sɛnd/,A2,動詞,both,e → /ɛ/,short,,,,
senior,/ˈsinjɚ/,A2,形容詞 / 名詞,cefr,,,,,,
sense,/sɛns/,A2,名詞,both,e → /ɛ/,short,,,,
separate,/ˈsɛpɚˌeɪt/,A2,形容詞,cefr,,,,,,
seriously,/ˈsɪriəsli/,A2,副詞,cefr,,,,,,
serve,/sɝv/,A2,動詞,both,er → /ɝ/,r,,,,
several,/ˈsɛvrəl/,A2,限定詞 / 代名詞,cefr,,,,,,
sew,/soʊ/,A2,動詞,cefr,,,,,,
shade,/ʃeɪd/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
shadow,/ˈʃæˌdoʊ/,A2,名詞,cefr,,,,,,
shall,/ʃæl/,A2,助動詞,both,a → /æ/,short,,,,
shampoo,/ʃæmˈpu/,A2,名詞,cefr,,,,,,
shape,/ʃeɪp/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
shell,/ʃɛl/,A2,名詞,both,e → /ɛ/,short,,,,
shine,/ʃaɪn/,A2,動詞,both,i_e → /aɪ/ (マジックe),long,,,,
shock,/ʃɑk/,A2,名詞,both,o → /ɑ/,short,,,,
shoot,/ʃut/,A2,動詞,both,oo → /u/,team,,,,
shore,/ʃɔr/,A2,名詞,both,ore → /ɔr/,r,,,,
shot,/ʃɑt/,A2,名詞,both,o → /ɑ/,short,,,,
shout,/ʃaʊt/,A2,名詞,both,ou → /aʊ/,team,,,,
shut,/ʃʌt/,A2,動詞,both,u → /ʌ/,short,,,,
sightseeing,/saɪtˈsiɪŋ/,A2,名詞,cefr,,,,,,
significant,/səɡˈnɪfɪkənt/,A2,形容詞,cefr,,,,,,
silence,/ˈsaɪləns/,A2,名詞,cefr,,,,,,
silently,/ˈsaɪləntli/,A2,副詞,cefr,,,,,,
silly,/ˈsɪli/,A2,形容詞,cefr,,,,,,
silver,/ˈsɪlvɚ/,A2,形容詞 / 名詞,cefr,,,,,,
similar,/ˈsɪməlɚ/,A2,形容詞,cefr,,,,,,
simple,/ˈsɪmpəl/,A2,形容詞,cefr,,,,,,
simply,/ˈsɪmpli/,A2,副詞,cefr,,,,,,
since,/sɪns/,A2,前置詞,both,i → /ɪ/,short,,,,
singing,/ˈsɪŋɪŋ/,A2,名詞,cefr,,,,,,
single,/ˈsɪŋɡəl/,A2,形容詞,cefr,,,,,,
singular,/ˈsɪŋɡjəlɚ/,A2,形容詞 / 名詞,cefr,,,,,,
sink,/sɪŋk/,A2,名詞,cefr,,,,,,
situation,/ˌsɪtʃuˈeɪʃən/,A2,名詞,cefr,,,,,,
skate,/skeɪt/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
skateboarding,/ˈskeɪtˌbɔrdɪŋ/,A2,名詞,cefr,,,,,,
skating,/ˈskeɪtɪŋ/,A2,名詞,cefr,,,,,,
ski,/ski/,A2,名詞,both,i → /i/,long,,,,
skiing,/ˈskiɪŋ/,A2,名詞,cefr,,,,,,
slave,/sleɪv/,A2,名詞,both,a_e → /eɪ/ (マジックe),long,,,,
sleepless,/ˈslipləs/,A2,形容詞,cefr,,,,,,
sleepy,/ˈslipi/,A2,形容詞,cefr,,,,,,
slice,/slaɪs/,A2,名詞,both,i → /aɪ/,long,,,,
slide,/slaɪd/,A2,名詞,both,i_e → /aɪ/ (マジックe),long,,,,
slim,/slɪm/,A2,形容詞,both,i → /ɪ/,short,,,,
slowly,/ˈsloʊli/,A2,副詞,cefr,,,,,,
smooth,/smuð/,A2,形容詞,both,oo → /u/,team,,,,
smoothly,/ˈsmuðli/,A2,副詞,cefr,,,,,,
snack,/snæk/,A2,名詞,both,a → /æ/,short,,,,
soap,/soʊp/,A2,名詞,both,oa → /oʊ/,team,,,,
society,/səˈsaɪəti/,A2,名詞,cefr,,,,,,
sock,/sɑk/,A2,名詞,both,o → /ɑ/,short,,,,
soda,/ˈsoʊdə/,A2,名詞,cefr,,,,,,
soft,/sɑft/,A2,形容詞,both,o → /ɑ/,short,,,,
softly,/ˈsɔftli/,A2,副詞,cefr,,,,,,
software,/ˈsɔfˌtwɛr/,A2,名詞,cefr,,,,,,
soldier,/ˈsoʊldʒɚ/,A2,名詞,cefr,,,,,,
solution,/səˈluʃən/,A2,名詞,cefr,,,,,,
